code,name,sector,market
3791,ＩＧポート,情報・通信業,スタンダード（内国株式）
3793,ドリコム,情報・通信業,グロース（内国株式）
3796,いい生活,情報・通信業,スタンダード（内国株式）
3798,ＵＬＳグループ,情報・通信業,スタンダード（内国株式）
3799,キーウェアソリューションズ,情報・通信業,スタンダード（内国株式）
3800,ユニリタ,情報・通信業,スタンダード（内国株式）
3802,エコミック,情報・通信業,スタンダード（内国株式）
3803,イメージ情報開発,情報・通信業,グロース（内国株式）
3804,システム　ディ,情報・通信業,スタンダード（内国株式）
3807,フィスコ,情報・通信業,グロース（内国株式）
3810,サイバーステップホールディングス,情報・通信業,スタンダード（内国株式）
3815,メディア工房,情報・通信業,グロース（内国株式）
3816,大和コンピューター,情報・通信業,スタンダード（内国株式）
3817,ＳＲＡホールディングス,情報・通信業,プライム（内国株式）
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,情報・通信業,スタンダード（内国株式）
3825,リミックスポイント,小売業,スタンダード（内国株式）
3826,システムインテグレータ,情報・通信業,スタンダード（内国株式）
3834,朝日ネット,情報・通信業,プライム（内国株式）
3835,ｅＢＡＳＥ,情報・通信業,プライム（内国株式）
3836,アバントグループ,情報・通信業,プライム（内国株式）
3837,アドソル日進,情報・通信業,プライム（内国株式）
3839,ＯＤＫソリューションズ,情報・通信業,スタンダード（内国株式）
3840,パス,情報・通信業,スタンダード（内国株式）
3841,ジーダット,情報・通信業,スタンダード（内国株式）
3842,ネクストジェン,情報・通信業,スタンダード（内国株式）
3843,フリービット,情報・通信業,プライム（内国株式）
3844,コムチュア,情報・通信業,プライム（内国株式）
3845,アイフリークモバイル,情報・通信業,スタンダード（内国株式）
3848,データ・アプリケーション,情報・通信業,スタンダード（内国株式）
3850,エヌ・ティ・ティ・データ・イントラマート,情報・通信業,スタンダード（内国株式）
3851,日本一ソフトウェア,情報・通信業,スタンダード（内国株式）
3853,アステリア,情報・通信業,プライム（内国株式）
3854,アイル,情報・通信業,プライム（内国株式）
3856,Ａｂａｌａｎｃｅ,電気機器,スタンダード（内国株式）
3858,ユビキタスＡＩ,情報・通信業,スタンダード（内国株式）
3861,王子ホールディングス,パルプ・紙,プライム（内国株式）
3863,日本製紙,パルプ・紙,プライム（内国株式）
3864,三菱製紙,パルプ・紙,プライム（内国株式）
3865,北越コーポレーション,パルプ・紙,プライム（内国株式）
386A,みのや,小売業,スタンダード（内国株式）
3877,中越パルプ工業,パルプ・紙,プライム（内国株式）
3878,巴川コーポレーション,化学,スタンダード（内国株式）
387A,フラー,情報・通信業,グロース（内国株式）
3880,大王製紙,パルプ・紙,プライム（内国株式）
3891,ニッポン高度紙工業,パルプ・紙,スタンダード（内国株式）
3892,岡山製紙,パルプ・紙,スタンダード（内国株式）
3895,ハビックス,パルプ・紙,スタンダード（内国株式）
3896,阿波製紙,パルプ・紙,スタンダード（内国株式）
3900,クラウドワークス,情報・通信業,グロース（内国株式）
3901,マークラインズ,情報・通信業,プライム（内国株式）
3903,ｇｕｍｉ,情報・通信業,プライム（内国株式）
3904,カヤック,情報・通信業,グロース（内国株式）
3905,データセクション,情報・通信業,グロース（内国株式）
3907,シリコンスタジオ,情報・通信業,スタンダード（内国株式）
3908,コラボス,情報・通信業,スタンダード（内国株式）
3909,ショーケース,情報・通信業,スタンダード（内国株式）
3910,エムケイシステム,情報・通信業,スタンダード（内国株式）
3911,Ａｉｍｉｎｇ,情報・通信業,グロース（内国株式）
3912,モバイルファクトリー,情報・通信業,スタンダード（内国株式）
3913,ＧｒｅｅｎＢｅｅ,情報・通信業,スタンダード（内国株式）
3914,ＪＩＧ－ＳＡＷ,情報・通信業,グロース（内国株式）
3915,テラスカイ,情報・通信業,プライム（内国株式）
3916,デジタル・インフォメーション・テクノロジー,情報・通信業,プライム（内国株式）
3917,アイリッジ,情報・通信業,グロース（内国株式）
3918,ＰＣＩホールディングス,情報・通信業,スタンダード（内国株式）
3920,アイビーシー,情報・通信業,スタンダード（内国株式）
3921,ネオジャパン,情報・通信業,プライム（内国株式）
3922,ＰＲ　ＴＩＭＥＳ,情報・通信業,プライム（内国株式）
3923,ラクス,情報・通信業,プライム（内国株式）
3925,ダブルスタンダード,情報・通信業,プライム（内国株式）
3926,オープンドア,情報・通信業,スタンダード（内国株式）
3927,フーバーブレイン,情報・通信業,スタンダード（内国株式）
3928,マイネット,情報・通信業,スタンダード（内国株式）
3929,ソーシャルワイヤー,情報・通信業,グロース（内国株式）
3930,はてな,情報・通信業,グロース（内国株式）
3931,バリューゴルフ,情報・通信業,グロース（内国株式）
3932,アカツキ,情報・通信業,プライム（内国株式）
3933,チエル,情報・通信業,スタンダード（内国株式）
3934,ベネフィットジャパン,情報・通信業,スタンダード（内国株式）
3935,エディア,情報・通信業,スタンダード（内国株式）
3936,グローバルウェイ,情報・通信業,グロース（内国株式）
3937,Ｕｂｉｃｏｍホールディングス,情報・通信業,スタンダード（内国株式）
3939,カナミックネットワーク,情報・通信業,プライム（内国株式）
3940,ノムラシステムコーポレーション,情報・通信業,スタンダード（内国株式）
3941,レンゴー,パルプ・紙,プライム（内国株式）
3943,大石産業,パルプ・紙,スタンダード（内国株式）
3944,古林紙工,パルプ・紙,スタンダード（内国株式）
3945,スーパーバッグ,パルプ・紙,スタンダード（内国株式）
3946,トーモク,パルプ・紙,プライム（内国株式）
3947,ダイナパック,パルプ・紙,スタンダード（内国株式）
3948,光ビジネスフォーム,パルプ・紙,スタンダード（内国株式）
3950,ザ・パック,パルプ・紙,プライム（内国株式）
3951,朝日印刷,パルプ・紙,スタンダード（内国株式）
3953,大村紙業,パルプ・紙,スタンダード（内国株式）
3954,昭和パックス,パルプ・紙,スタンダード（内国株式）
3955,イムラ,パルプ・紙,スタンダード（内国株式）
3958,笹徳印刷,パルプ・紙,スタンダード（内国株式）
3962,チェンジホールディングス,情報・通信業,プライム（内国株式）
3963,シンクロ・フード,情報・通信業,プライム（内国株式）
3964,オークネット,情報・通信業,プライム（内国株式）
3965,キャピタル・アセット・プランニング,情報・通信業,スタンダード（内国株式）
3967,エルテス,情報・通信業,グロース（内国株式）
3968,セグエグループ,情報・通信業,プライム（内国株式）
3969,エイトレッド,情報・通信業,スタンダード（内国株式）
3970,イノベーション,情報・通信業,スタンダード（内国株式）
3974,ＳＣＡＴ,情報・通信業,スタンダード（内国株式）
3976,シャノン,情報・通信業,グロース（内国株式）
3979,うるる,情報・通信業,グロース（内国株式）
3981,ビーグリー,情報・通信業,スタンダード（内国株式）
3983,オロ,情報・通信業,プライム（内国株式）
3984,ユーザーローカル,情報・通信業,プライム（内国株式）
3985,テモナ,情報・通信業,スタンダード（内国株式）
3986,ビーブレイクシステムズ,情報・通信業,スタンダード（内国株式）
3987,エコモット,情報・通信業,グロース（内国株式）
3988,ＳＹＳホールディングス,情報・通信業,スタンダード（内国株式）
3989,シェアリングテクノロジー,情報・通信業,グロース（内国株式）
3991,ウォンテッドリー,情報・通信業,グロース（内国株式）
3992,ニーズウェル,情報・通信業,プライム（内国株式）
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,プライム（内国株式）
3994,マネーフォワード,情報・通信業,プライム（内国株式）
3996,サインポスト,情報・通信業,スタンダード（内国株式）
3997,トレードワークス,情報・通信業,スタンダード（内国株式）
3998,すららネット,情報・通信業,グロース（内国株式）
4004,レゾナック・ホールディングス,化学,プライム（内国株式）
4005,住友化学,化学,プライム（内国株式）
4008,住友精化,化学,プライム（内国株式）
4011,ヘッドウォータース,情報・通信業,グロース（内国株式）
4012,アクシス,情報・通信業,スタンダード（内国株式）
4013,勤次郎,情報・通信業,グロース（内国株式）
4014,カラダノート,情報・通信業,グロース（内国株式）
4015,ペイクラウドホールディングス,情報・通信業,グロース（内国株式）
4016,ＭＩＴホールディングス,情報・通信業,スタンダード（内国株式）
4017,クリーマ,情報・通信業,グロース（内国株式）
4019,スタメン,情報・通信業,グロース（内国株式）
4020,ビートレンド,情報・通信業,グロース（内国株式）
4021,日産化学,化学,プライム（内国株式）
4022,ラサ工業,化学,プライム（内国株式）
4023,クレハ,化学,プライム（内国株式）
4025,多木化学,化学,プライム（内国株式）
4026,神島化学工業,ガラス・土石製品,スタンダード（内国株式）
4027,テイカ,化学,プライム（内国株式）
4028,石原産業,化学,プライム（内国株式）
402A,アクセルスペースホールディングス,輸送用機器,グロース（内国株式）
4031,片倉コープアグリ,化学,スタンダード（内国株式）
4040,南海化学,化学,スタンダード（内国株式）
4041,日本曹達,化学,プライム（内国株式）
4042,東ソー,化学,プライム（内国株式）
4043,トクヤマ,化学,プライム（内国株式）
4044,セントラル硝子,化学,プライム（内国株式）
4045,東亞合成,化学,プライム（内国株式）
4046,大阪ソーダ,化学,プライム（内国株式）
4047,関東電化工業,化学,プライム（内国株式）
4051,ＧＭＯフィナンシャルゲート,情報・通信業,プライム（内国株式）
4052,フィーチャ,情報・通信業,グロース（内国株式）
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,情報・通信業,プライム（内国株式）
4054,日本情報クリエイト,情報・通信業,グロース（内国株式）
4055,ティアンドエスグループ,情報・通信業,グロース（内国株式）
4056,ニューラルグループ,情報・通信業,グロース（内国株式）
4057,インターファクトリー,情報・通信業,グロース（内国株式）
4058,トヨクモ,情報・通信業,グロース（内国株式）
4059,まぐまぐ,情報・通信業,スタンダード（内国株式）
4060,ｒａｋｕｍｏ,情報・通信業,グロース（内国株式）
4061,デンカ,化学,プライム（内国株式）
4062,イビデン,電気機器,プライム（内国株式）
4063,信越化学工業,化学,プライム（内国株式）
4064,日本カーバイド工業,化学,プライム（内国株式）
4068,ベイシス,情報・通信業,グロース（内国株式）
4069,ＢｌｕｅＭｅｍｅ,情報・通信業,グロース（内国株式）
4071,プラスアルファ・コンサルティング,情報・通信業,プライム（内国株式）
4072,電算システムホールディングス,情報・通信業,プライム（内国株式）
4073,ジィ・シィ企画,情報・通信業,グロース（内国株式）
4074,ラキール,情報・通信業,グロース（内国株式）
4075,ブレインズテクノロジー,情報・通信業,グロース（内国株式）
4076,シイエヌエス,情報・通信業,グロース（内国株式）
4078,堺化学工業,化学,プライム（内国株式）
407A,ＵＮＩＣＯＮホールディングス,建設業,スタンダード（内国株式）
4082,第一稀元素化学工業,化学,プライム（内国株式）
4088,エア・ウォーター,化学,プライム（内国株式）
4091,日本酸素ホールディングス,化学,プライム（内国株式）
4092,日本化学工業,化学,プライム（内国株式）
4093,東邦アセチレン,化学,スタンダード（内国株式）
4094,日本化学産業,化学,スタンダード（内国株式）
4095,日本パーカライジング,化学,プライム（内国株式）
4097,高圧ガス工業,化学,プライム（内国株式）
4098,チタン工業,化学,スタンダード（内国株式）
4099,四国化成ホールディングス,化学,プライム（内国株式）
409A,オリオンビール,食料品,プライム（内国株式）
4100,戸田工業,化学,スタンダード（内国株式）
4102,丸尾カルシウム,化学,スタンダード（内国株式）
4107,伊勢化学工業,化学,スタンダード（内国株式）
4109,ステラ　ケミファ,化学,プライム（内国株式）
410A,ＧＭＯコマース,サービス業,グロース（内国株式）
4112,保土谷化学工業,化学,プライム（内国株式）
4113,田岡化学工業,化学,スタンダード（内国株式）
4114,日本触媒,化学,プライム（内国株式）
4116,大日精化工業,化学,プライム（内国株式）
4118,カネカ,化学,プライム（内国株式）
4119,日本ピグメントホールディングス,化学,スタンダード（内国株式）
4120,スガイ化学工業,化学,スタンダード（内国株式）
4124,大阪油化工業,化学,スタンダード（内国株式）
4125,三和油化工業,化学,スタンダード（内国株式）
414A,オーバーラップホールディングス,情報・通信業,グロース（内国株式）
4151,協和キリン,医薬品,プライム（内国株式）
415A,ＧＭＯ　ＴＥＣＨホールディングス,サービス業,グロース（内国株式）
4165,プレイド,情報・通信業,グロース（内国株式）
4166,かっこ,情報・通信業,グロース（内国株式）
4167,ココペリ,情報・通信業,グロース（内国株式）
4168,ヤプリ,情報・通信業,グロース（内国株式）
4169,ＥＮＥＣＨＡＮＧＥ,情報・通信業,グロース（内国株式）
416A,富士ユナイトホールディングス,卸売業,スタンダード（内国株式）
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,情報・通信業,グロース（内国株式）
4172,Ｈｉクラテス,情報・通信業,スタンダード（内国株式）
4174,アピリッツ,情報・通信業,スタンダード（内国株式）
4175,ｃｏｌｙ,情報・通信業,グロース（内国株式）
4176,ココナラ,情報・通信業,グロース（内国株式）
4177,ｉ‐ｐｌｕｇ,情報・通信業,グロース（内国株式）
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,情報・通信業,グロース（内国株式）
4179,ジーネクスト,情報・通信業,グロース（内国株式）
417A,ブルーゾーンホールディングス,小売業,プライム（内国株式）
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,情報・通信業,プライム（内国株式）
4182,三菱瓦斯化学,化学,プライム（内国株式）
4183,三井化学,化学,プライム（内国株式）
4186,東京応化工業,化学,プライム（内国株式）
4187,大阪有機化学工業,化学,プライム（内国株式）
4188,三菱ケミカルグループ,化学,プライム（内国株式）
4189,ＫＨネオケム,化学,プライム（内国株式）
4192,スパイダープラス,情報・通信業,グロース（内国株式）
4193,ファブリカホールディングス,情報・通信業,スタンダード（内国株式）
4194,ビジョナル,情報・通信業,プライム（内国株式）
4196,ネオマーケティング,情報・通信業,スタンダード（内国株式）
4197,アスマーク,情報・通信業,スタンダード（内国株式）
4198,テンダ,情報・通信業,スタンダード（内国株式）
4199,ワンダープラネット,情報・通信業,グロース（内国株式）
4202,ダイセル,化学,プライム（内国株式）
4203,住友ベークライト,化学,プライム（内国株式）
4204,積水化学工業,化学,プライム（内国株式）
4205,日本ゼオン,化学,プライム（内国株式）
4206,アイカ工業,化学,プライム（内国株式）
4208,ＵＢＥ,化学,プライム（内国株式）
4212,積水樹脂,化学,プライム（内国株式）
4216,旭有機材,化学,プライム（内国株式）
4218,ニチバン,化学,プライム（内国株式）
421A,ムービン・ストラテジック・キャリア,サービス業,グロース（内国株式）
4220,リケンテクノス,化学,プライム（内国株式）
4221,大倉工業,化学,プライム（内国株式）
4222,児玉化学工業,化学,スタンダード（内国株式）
4224,ロンシール工業,化学,スタンダード（内国株式）
4228,積水化成品工業,化学,プライム（内国株式）
4229,群栄化学工業,化学,プライム（内国株式）
4231,タイガースポリマー,化学,スタンダード（内国株式）
4234,サンエー化研,化学,スタンダード（内国株式）
4235,ウルトラファブリックス・ホールディングス,化学,スタンダード（内国株式）
4237,フジプレアム,化学,スタンダード（内国株式）
4238,ミライアル,化学,スタンダード（内国株式）
423A,ライオン事務器,卸売業,スタンダード（内国株式）
4240,クラスターテクノロジー,化学,スタンダード（内国株式）
4241,アテクト,化学,スタンダード（内国株式）
4242,タカギセイコー,化学,スタンダード（内国株式）
4243,ニックス,化学,スタンダード（内国株式）
4245,ダイキアクシス,化学,スタンダード（内国株式）
4246,ダイキョーニシカワ,化学,プライム（内国株式）
4247,ポバール興業,化学,スタンダード（内国株式）
4248,竹本容器,化学,スタンダード（内国株式）
4249,森六,化学,プライム（内国株式）
4251,恵和,化学,プライム（内国株式）
4255,ＴＨＥＣＯＯ,情報・通信業,グロース（内国株式）
4256,サインド,情報・通信業,グロース（内国株式）
4258,網屋,情報・通信業,グロース（内国株式）
4259,エクサウィザーズ,情報・通信業,グロース（内国株式）
4260,ハイブリッドテクノロジーズ,情報・通信業,グロース（内国株式）
4261,アジアクエスト,情報・通信業,グロース（内国株式）
4262,ニフティライフスタイル,情報・通信業,グロース（内国株式）
4263,サスメド,情報・通信業,グロース（内国株式）
4264,セキュア,情報・通信業,グロース（内国株式）
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,情報・通信業,グロース（内国株式）
4270,ＢｅｅＸ,情報・通信業,グロース（内国株式）
4272,日本化薬,化学,プライム（内国株式）
4274,細谷火工,化学,スタンダード（内国株式）
4275,カーリット,化学,プライム（内国株式）
4284,ソルクシーズ,情報・通信業,スタンダード（内国株式）
4286,ＣＬホールディングス,サービス業,スタンダード（内国株式）
4287,ジャストプランニング,情報・通信業,スタンダード（内国株式）
4288,アズジェント,情報・通信業,スタンダード（内国株式）
428A,サイプレス・ホールディングス,小売業,スタンダード（内国株式）
4290,プレステージ・インターナショナル,サービス業,プライム（内国株式）
4293,セプテーニ・ホールディングス,サービス業,スタンダード（内国株式）
4299,ハイマックス,情報・通信業,スタンダード（内国株式）
429A,テクセンドフォトマスク,その他製品,プライム（内国株式）
4301,アミューズ,サービス業,プライム（内国株式）
4307,野村総合研究所,情報・通信業,プライム（内国株式）
4308,Ｊストリーム,情報・通信業,グロース（内国株式）
4310,ドリームインキュベータ,サービス業,プライム（内国株式）
4316,ビーマップ,情報・通信業,グロース（内国株式）
4317,レイ,サービス業,スタンダード（内国株式）
4318,クイック,サービス業,プライム（内国株式）
431A,ユーソナー,情報・通信業,グロース（内国株式）
4320,ＣＥホールディングス,情報・通信業,スタンダード（内国株式）
4323,日本システム技術,情報・通信業,プライム（内国株式）
4324,電通グループ,サービス業,プライム（内国株式）
4326,インテージホールディングス,情報・通信業,プライム（内国株式）
4331,テイクアンドギヴ・ニーズ,サービス業,プライム（内国株式）
4334,ユークス,情報・通信業,スタンダード（内国株式）
4335,ＩＰＳホールディングス,情報・通信業,スタンダード（内国株式）
4337,ぴあ,サービス業,プライム（内国株式）
4341,西菱電機,サービス業,スタンダード（内国株式）
4343,イオンファンタジー,サービス業,プライム（内国株式）
4344,ソースネクスト,情報・通信業,プライム（内国株式）
4345,シーティーエス,サービス業,プライム（内国株式）
4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,その他金融業,スタンダード（内国株式）
4347,ブロードメディア,サービス業,スタンダード（内国株式）
4350,メディカルシステムネットワーク,小売業,スタンダード（内国株式）
4351,山田再生系債権回収総合事務所,その他金融業,スタンダード（内国株式）
4356,応用技術,情報・通信業,スタンダード（内国株式）
4360,マナック・ケミカル・パートナーズ,化学,スタンダード（内国株式）
4361,川口化学工業,化学,スタンダード（内国株式）
4362,日本精化,化学,プライム（内国株式）
4365,松本油脂製薬,化学,スタンダード（内国株式）
4366,ダイトーケミックス,化学,スタンダード（内国株式）
4368,扶桑化学工業,化学,プライム（内国株式）
4369,トリケミカル研究所,化学,プライム（内国株式）
436A,サイバーソリューションズ,情報・通信業,グロース（内国株式）
4370,モビルス,情報・通信業,グロース（内国株式）
4371,コアコンセプト・テクノロジー,情報・通信業,グロース（内国株式）
4372,ユミルリンク,情報・通信業,グロース（内国株式）
4373,シンプレクス・ホールディングス,情報・通信業,プライム（内国株式）
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,情報・通信業,グロース（内国株式）
4375,セーフィー,情報・通信業,グロース（内国株式）
4376,くふうカンパニーホールディングス,情報・通信業,グロース（内国株式）
4377,ワンキャリア,情報・通信業,グロース（内国株式）
4378,ＣＩＮＣ,情報・通信業,グロース（内国株式）
4379,Ｐｈｏｔｏｓｙｎｔｈ,情報・通信業,グロース（内国株式）
4380,Ｍマート,情報・通信業,グロース（内国株式）
4381,ビープラッツ,情報・通信業,グロース（内国株式）
4382,ＨＥＲＯＺ,情報・通信業,スタンダード（内国株式）
4385,メルカリ,情報・通信業,プライム（内国株式）
4386,ＳＩＧグループ,情報・通信業,スタンダード（内国株式）
4387,ＺＵＵ,情報・通信業,グロース（内国株式）
4388,エーアイ,情報・通信業,スタンダード（内国株式）
4389,プロパティデータバンク,情報・通信業,グロース（内国株式）
438A,インフキュリオン,情報・通信業,グロース（内国株式）
4390,ＩＰＳ,情報・通信業,プライム（内国株式）
4391,ロジザード,情報・通信業,グロース（内国株式）
4392,ＦＩＧ,情報・通信業,プライム（内国株式）
4393,バンク・オブ・イノベーション,情報・通信業,グロース（内国株式）
4394,エクスモーション,情報・通信業,グロース（内国株式）
4395,アクリート,情報・通信業,グロース（内国株式）
4396,システムサポートホールディングス,情報・通信業,プライム（内国株式）
4397,チームスピリット,情報・通信業,グロース（内国株式）
4398,ブロードバンドセキュリティ,情報・通信業,スタンダード（内国株式）
4401,ＡＤＥＫＡ,化学,プライム（内国株式）
4403,日油,化学,プライム（内国株式）
4404,ミヨシ油脂,食料品,スタンダード（内国株式）
4406,新日本理化,化学,スタンダード（内国株式）
4409,東邦化学工業,化学,スタンダード（内国株式）
4410,ハリマ化成グループ,化学,プライム（内国株式）
4412,サイエンスアーツ,情報・通信業,グロース（内国株式）
4413,ボードルア,情報・通信業,プライム（内国株式）
4414,フレクト,情報・通信業,グロース（内国株式）
4415,ブロードエンタープライズ,情報・通信業,グロース（内国株式）
4416,Ｔｒｕｅ　Ｄａｔａ,情報・通信業,グロース（内国株式）
4417,グローバルセキュリティエキスパート,情報・通信業,グロース（内国株式）
4418,ＪＤＳＣ,情報・通信業,グロース（内国株式）
4419,Ｆｉｎａｔｅｘｔホールディングス,情報・通信業,グロース（内国株式）
441A,ＮＥ,情報・通信業,グロース（内国株式）
4420,イーソル,情報・通信業,スタンダード（内国株式）
4421,ディ・アイ・システム,情報・通信業,スタンダード（内国株式）
4422,ＶＡＬＵＥＮＥＸ,情報・通信業,グロース（内国株式）
4424,Ａｍａｚｉａ,情報・通信業,グロース（内国株式）
4425,Ｋｕｄａｎ,情報・通信業,グロース（内国株式）
4427,ＥｄｕＬａｂ,情報・通信業,グロース（内国株式）
4428,シノプス,情報・通信業,グロース（内国株式）
4429,リックソフト,情報・通信業,グロース（内国株式）
442A,クラシコ,繊維製品,グロース（内国株式）
4430,東海ソフト,情報・通信業,スタンダード（内国株式）
4431,スマレジ,情報・通信業,グロース（内国株式）
4432,ウイングアーク１ｓｔ,情報・通信業,プライム（内国株式）
4433,ヒト・コミュニケーションズ・ホールディングス,サービス業,プライム（内国株式）
4434,サーバーワークス,情報・通信業,スタンダード（内国株式）
4436,ミンカブ・ジ・インフォノイド,情報・通信業,グロース（内国株式）
4437,ｇｏｏｄｄａｙｓホールディングス,情報・通信業,グロース（内国株式）
4438,Ｗｅｌｂｙ,情報・通信業,グロース（内国株式）
4439,東名,情報・通信業,スタンダード（内国株式）
4440,ヴィッツ,情報・通信業,スタンダード（内国株式）
4441,トビラシステムズ,情報・通信業,スタンダード（内国株式）
4442,バルテス・ホールディングス,情報・通信業,グロース（内国株式）
4443,Ｓａｎｓａｎ,情報・通信業,プライム（内国株式）
4444,インフォネット,情報・通信業,グロース（内国株式）
4445,リビン・テクノロジーズ,情報・通信業,グロース（内国株式）
4446,Ｌｉｎｋ－Ｕグループ,情報・通信業,スタンダード（内国株式）
4447,ピー・ビーシステムズ,情報・通信業,グロース（内国株式）
4448,ｋｕｂｅｌｌ,情報・通信業,グロース（内国株式）
4450,パワーソリューションズ,情報・通信業,グロース（内国株式）
4452,花王,化学,プライム（内国株式）
4461,第一工業製薬,化学,プライム（内国株式）
4462,石原ケミカル,化学,プライム（内国株式）
4463,日華化学,化学,スタンダード（内国株式）
4464,ソフト９９コーポレーション,化学,スタンダード（内国株式）
4465,ニイタカ,化学,スタンダード（内国株式）
446A,ノースサンド,サービス業,グロース（内国株式）
4471,三洋化成工業,化学,プライム（内国株式）
4475,ＨＥＮＮＧＥ,情報・通信業,グロース（内国株式）
4476,ＡＩ　ＣＲＯＳＳ,情報・通信業,グロース（内国株式）
4477,ＢＡＳＥ,情報・通信業,グロース（内国株式）
4478,フリー,情報・通信業,グロース（内国株式）
4479,マクアケ,情報・通信業,グロース（内国株式）
4480,メドレー,情報・通信業,プライム（内国株式）
4481,ベース,情報・通信業,プライム（内国株式）
4482,ウィルズ,情報・通信業,グロース（内国株式）
4483,ＪＭＤＣ,情報・通信業,プライム（内国株式）
4484,ランサーズ,情報・通信業,グロース（内国株式）
4486,ユナイトアンドグロウ,情報・通信業,グロース（内国株式）
4487,スペースマーケット,情報・通信業,グロース（内国株式）
4488,ＡＩ　ｉｎｓｉｄｅ,情報・通信業,グロース（内国株式）
4490,ビザスク,情報・通信業,グロース（内国株式）
4491,コンピューターマネージメント,情報・通信業,スタンダード（内国株式）
4492,ゼネテック,情報・通信業,スタンダード（内国株式）
4493,サイバーセキュリティクラウド,情報・通信業,グロース（内国株式）
4495,アイキューブドシステムズ,情報・通信業,グロース（内国株式）
4496,コマースＯｎｅホールディングス,情報・通信業,グロース（内国株式）
4498,サイバートラスト,情報・通信業,グロース（内国株式）
4499,Ｓｐｅｅｅ,情報・通信業,スタンダード（内国株式）
4502,武田薬品工業,医薬品,プライム（内国株式）
4503,アステラス製薬,医薬品,プライム（内国株式）
4506,住友ファーマ,医薬品,プライム（内国株式）
4507,塩野義製薬,医薬品,プライム（内国株式）
4512,わかもと製薬,医薬品,スタンダード（内国株式）
4516,日本新薬,医薬品,プライム（内国株式）
4519,中外製薬,医薬品,プライム（内国株式）
4521,科研製薬,医薬品,プライム（内国株式）
4523,エーザイ,医薬品,プライム（内国株式）
4524,森下仁丹,医薬品,スタンダード（内国株式）
4526,理研ビタミン,食料品,プライム（内国株式）
4527,ロート製薬,医薬品,プライム（内国株式）
4528,小野薬品工業,医薬品,プライム（内国株式）
4531,有機合成薬品工業,化学,スタンダード（内国株式）
4534,持田製薬,医薬品,プライム（内国株式）
4536,参天製薬,医薬品,プライム（内国株式）
4538,扶桑薬品工業,医薬品,プライム（内国株式）
4539,日本ケミファ,医薬品,スタンダード（内国株式）
4540,ツムラ,医薬品,プライム（内国株式）
4543,テルモ,精密機器,プライム（内国株式）
4544,Ｈ．Ｕ．グループホールディングス,サービス業,プライム（内国株式）
4547,キッセイ薬品工業,医薬品,プライム（内国株式）
4548,生化学工業,医薬品,プライム（内国株式）
4549,栄研化学,医薬品,プライム（内国株式）
4552,ＪＣＲファーマ,医薬品,プライム（内国株式）
4553,東和薬品,医薬品,プライム（内国株式）
4554,富士製薬工業,医薬品,プライム（内国株式）
4558,中京医薬品,医薬品,スタンダード（内国株式）
4559,ゼリア新薬工業,医薬品,プライム（内国株式）
4563,アンジェス,医薬品,グロース（内国株式）
4564,オンコセラピー・サイエンス,医薬品,グロース（内国株式）
4565,ネクセラファーマ,医薬品,プライム（内国株式）
4568,第一三共,医薬品,プライム（内国株式）
4569,杏林製薬,医薬品,プライム（内国株式）
456A,ＨＵＭＡＮ　ＭＡＤＥ,小売業,グロース（内国株式）
4570,免疫生物研究所,医薬品,グロース（内国株式）
4571,ＮＡＮＯホールディングス,医薬品,グロース（内国株式）
4572,カルナバイオサイエンス,医薬品,グロース（内国株式）
4574,大幸薬品,医薬品,プライム（内国株式）
4575,キャンバス,医薬品,グロース（内国株式）
4576,デ・ウエスタン・セラピテクス研究所,医薬品,グロース（内国株式）
4577,ダイト,医薬品,プライム（内国株式）
4578,大塚ホールディングス,医薬品,プライム（内国株式）
4579,ラクオリア創薬,医薬品,グロース（内国株式）
4582,シンバイオ製薬,医薬品,グロース（内国株式）
4583,カイオム・バイオサイエンス,医薬品,グロース（内国株式）
4584,キッズウェル・バイオ,医薬品,グロース（内国株式）
4586,メドレックス,医薬品,グロース（内国株式）
4587,ペプチドリーム,医薬品,プライム（内国株式）
4588,オンコリスバイオファーマ,医薬品,グロース（内国株式）
4591,リボミック,医薬品,グロース（内国株式）
4592,サンバイオ,医薬品,グロース（内国株式）
4593,ヘリオス,医薬品,グロース（内国株式）
4594,ブライトパス・バイオ,医薬品,グロース（内国株式）
4595,ミズホメディー,医薬品,スタンダード（内国株式）
4596,窪田製薬ホールディングス,医薬品,グロース（内国株式）
4597,ソレイジア・ファーマ,医薬品,グロース（内国株式）
4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,医薬品,グロース（内国株式）
4599,ステムリム,医薬品,グロース（内国株式）
