code,name,sector,market
5035,ＨＯＵＳＥＩ,情報・通信業,グロース（内国株式）
5036,日本ビジネスシステムズ,情報・通信業,プライム（内国株式）
5038,ｅＷｅＬＬ,情報・通信業,グロース（内国株式）
504A,イノバセル,医薬品,グロース（内国株式）
505A,ギークリー,サービス業,スタンダード（内国株式）
5071,ヴィス,サービス業,スタンダード（内国株式）
5074,テスホールディングス,建設業,プライム（内国株式）
5076,インフロニア・ホールディングス,建設業,プライム（内国株式）
50765,インフロニア・ホールディングス第１回社債型種類株式,建設業,プライム（内国株式）
5078,セレコーポレーション,建設業,スタンダード（内国株式）
5079,ノバック,建設業,スタンダード（内国株式）
5101,横浜ゴム,ゴム製品,プライム（内国株式）
5105,ＴＯＹＯ　ＴＩＲＥ,ゴム製品,プライム（内国株式）
5108,ブリヂストン,ゴム製品,プライム（内国株式）
5110,住友ゴム工業,ゴム製品,プライム（内国株式）
5121,藤倉コンポジット,ゴム製品,プライム（内国株式）
5122,オカモト,ゴム製品,プライム（内国株式）
5125,ファインズ,情報・通信業,グロース（内国株式）
5126,ポーターズ,情報・通信業,グロース（内国株式）
5129,ＦＩＸＥＲ,情報・通信業,グロース（内国株式）
5131,リンカーズ,情報・通信業,グロース（内国株式）
5132,ｐｌｕｓｚｅｒｏ,情報・通信業,グロース（内国株式）
5133,テリロジーホールディングス,情報・通信業,スタンダード（内国株式）
5134,ＰＯＰＥＲ,情報・通信業,グロース（内国株式）
5136,ｔｒｉｐｌａ,情報・通信業,グロース（内国株式）
5137,スマートドライブ,情報・通信業,グロース（内国株式）
5138,Ｒｅｂａｓｅ,情報・通信業,グロース（内国株式）
5139,オープンワーク,情報・通信業,グロース（内国株式）
5142,アキレス,化学,プライム（内国株式）
5161,西川ゴム工業,ゴム製品,スタンダード（内国株式）
5162,朝日ラバー,ゴム製品,スタンダード（内国株式）
5184,ニチリン,ゴム製品,スタンダード（内国株式）
5185,フコク,ゴム製品,プライム（内国株式）
5186,ニッタ,ゴム製品,プライム（内国株式）
5187,クリエートメディック,精密機器,スタンダード（内国株式）
5189,櫻護謨,ゴム製品,スタンダード（内国株式）
5192,三ツ星ベルト,ゴム製品,プライム（内国株式）
5194,相模ゴム工業,ゴム製品,スタンダード（内国株式）
5195,バンドー化学,ゴム製品,プライム（内国株式）
5199,不二ラテックス,ゴム製品,スタンダード（内国株式）
519A,ベーシック,情報・通信業,グロース（内国株式）
5201,ＡＧＣ,ガラス・土石製品,プライム（内国株式）
5202,日本板硝子,ガラス・土石製品,プライム（内国株式）
5204,石塚硝子,ガラス・土石製品,スタンダード（内国株式）
5208,有沢製作所,化学,プライム（内国株式）
520A,ジェイファーマ,医薬品,グロース（内国株式）
5210,日本山村硝子,ガラス・土石製品,スタンダード（内国株式）
5214,日本電気硝子,ガラス・土石製品,プライム（内国株式）
5216,倉元製作所,ガラス・土石製品,スタンダード（内国株式）
5218,オハラ,ガラス・土石製品,スタンダード（内国株式）
5232,住友大阪セメント,ガラス・土石製品,プライム（内国株式）
5233,太平洋セメント,ガラス・土石製品,プライム（内国株式）
5237,ノザワ,ガラス・土石製品,スタンダード（内国株式）
523A,セイワホールディングス,金属製品,グロース（内国株式）
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,グロース（内国株式）
5242,アイズ,情報・通信業,グロース（内国株式）
5243,ｎｏｔｅ,情報・通信業,グロース（内国株式）
5244,ｊｉｇ．ｊｐ,情報・通信業,グロース（内国株式）
5246,ＥＬＥＭＥＮＴＳ,情報・通信業,グロース（内国株式）
5247,ＢＴＭ,情報・通信業,グロース（内国株式）
5248,テクノロジーズ,情報・通信業,グロース（内国株式）
5250,ＧＭＯプライム・ストラテジー,情報・通信業,スタンダード（内国株式）
5252,日本ナレッジ,情報・通信業,グロース（内国株式）
5253,カバー,情報・通信業,グロース（内国株式）
5254,Ａｒｅｎｔ,情報・通信業,グロース（内国株式）
5255,モンスターラボ,情報・通信業,グロース（内国株式）
5256,Ｆｕｓｉｃ,情報・通信業,グロース（内国株式）
5257,ノバシステム,情報・通信業,スタンダード（内国株式）
5258,トランザクション・メディア・ネットワークス,情報・通信業,グロース（内国株式）
5261,リソルホールディングス,サービス業,プライム（内国株式）
5262,日本ヒューム,ガラス・土石製品,プライム（内国株式）
5268,旭コンクリート工業,ガラス・土石製品,スタンダード（内国株式）
5269,日本コンクリート工業,ガラス・土石製品,プライム（内国株式）
5271,トーヨーアサノ,ガラス・土石製品,スタンダード（内国株式）
5273,三谷セキサン,ガラス・土石製品,スタンダード（内国株式）
5279,日本興業,ガラス・土石製品,スタンダード（内国株式）
5280,ヨシコン,不動産業,スタンダード（内国株式）
5282,ジオスター,ガラス・土石製品,スタンダード（内国株式）
5283,高見澤,卸売業,スタンダード（内国株式）
5284,ヤマウホールディングス,ガラス・土石製品,スタンダード（内国株式）
5285,ヤマックス,ガラス・土石製品,スタンダード（内国株式）
5287,イトーヨーギョー,ガラス・土石製品,スタンダード（内国株式）
5288,アジアパイルホールディングス,ガラス・土石製品,プライム（内国株式）
5290,ベルテクスコーポレーション,ガラス・土石製品,スタンダード（内国株式）
5301,東海カーボン,ガラス・土石製品,プライム（内国株式）
5302,日本カーボン,ガラス・土石製品,プライム（内国株式）
5304,ＳＥＣカーボン,ガラス・土石製品,スタンダード（内国株式）
5310,東洋炭素,ガラス・土石製品,プライム（内国株式）
5331,ノリタケ,ガラス・土石製品,プライム（内国株式）
5332,ＴＯＴＯ,ガラス・土石製品,プライム（内国株式）
5333,ＮＧＫ,ガラス・土石製品,プライム（内国株式）
5334,日本特殊陶業,ガラス・土石製品,プライム（内国株式）
5337,ダントーホールディングス,ガラス・土石製品,スタンダード（内国株式）
5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス,ガラス・土石製品,スタンダード（内国株式）
5344,ＭＡＲＵＷＡ,ガラス・土石製品,プライム（内国株式）
5351,品川リフラ,ガラス・土石製品,プライム（内国株式）
5355,日本坩堝,ガラス・土石製品,スタンダード（内国株式）
5356,美濃窯業,ガラス・土石製品,スタンダード（内国株式）
5357,ヨータイ,ガラス・土石製品,プライム（内国株式）
5363,東京窯業,ガラス・土石製品,スタンダード（内国株式）
5367,ニッカトー,ガラス・土石製品,スタンダード（内国株式）
5368,日本インシュレーション,ガラス・土石製品,スタンダード（内国株式）
5380,新東,ガラス・土石製品,スタンダード（内国株式）
5381,マイポックス,ガラス・土石製品,スタンダード（内国株式）
5384,フジミインコーポレーテッド,ガラス・土石製品,プライム（内国株式）
5388,クニミネ工業,ガラス・土石製品,スタンダード（内国株式）
5391,エーアンドエーマテリアル,ガラス・土石製品,スタンダード（内国株式）
5393,ニチアス,ガラス・土石製品,プライム（内国株式）
5401,日本製鉄,鉄鋼,プライム（内国株式）
5406,神戸製鋼所,鉄鋼,プライム（内国株式）
5408,中山製鋼所,鉄鋼,プライム（内国株式）
5410,合同製鐵,鉄鋼,プライム（内国株式）
5411,ＪＦＥホールディングス,鉄鋼,プライム（内国株式）
5423,東京製鐵,鉄鋼,プライム（内国株式）
542A,ビタブリッドジャパン,化学,グロース（内国株式）
543A,ＡＲＣＨＩＯＮ,輸送用機器,プライム（内国株式）
5440,共英製鋼,鉄鋼,プライム（内国株式）
5444,大和工業,鉄鋼,プライム（内国株式）
5445,東京鐵鋼,鉄鋼,プライム（内国株式）
5446,北越メタル,鉄鋼,スタンダード（内国株式）
5449,大阪製鐵,鉄鋼,スタンダード（内国株式）
544A,ＧＭＳグループ,機械,プライム（内国株式）
5451,ヨドコウ,鉄鋼,プライム（内国株式）
5458,高砂鐵工,鉄鋼,スタンダード（内国株式）
545A,トランヴィア,情報・通信業,プライム（内国株式）
5461,中部鋼鈑,鉄鋼,プライム（内国株式）
5463,丸一鋼管,鉄鋼,プライム（内国株式）
5464,モリ工業,鉄鋼,スタンダード（内国株式）
546A,ＭＩＲＡＩＮＩホールディングス,卸売業,プライム（内国株式）
5471,大同特殊鋼,鉄鋼,プライム（内国株式）
547A,ムニノバホールディングス,その他金融業,プライム（内国株式）
5480,日本冶金工業,鉄鋼,プライム（内国株式）
5482,愛知製鋼,鉄鋼,プライム（内国株式）
5484,東北特殊鋼,鉄鋼,スタンダード（内国株式）
548A,システムエグゼ,情報・通信業,スタンダード（内国株式）
5491,日本金属,鉄鋼,スタンダード（内国株式）
549A,ヒトトヒトホールディングス,サービス業,スタンダード（内国株式）
550A,ソフトテックス,情報・通信業,スタンダード（内国株式）
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,不動産業,グロース（内国株式）
5532,リアルゲイト,不動産業,グロース（内国株式）
5533,エリッツホールディングス,不動産業,スタンダード（内国株式）
5535,ミガロホールディングス,不動産業,プライム（内国株式）
5537,ＡｌｂａＬｉｎｋ,不動産業,グロース（内国株式）
5541,大平洋金属,鉄鋼,プライム（内国株式）
5542,新報国マテリアル,鉄鋼,スタンダード（内国株式）
554A,バトンズ,情報・通信業,グロース（内国株式）
5563,新日本電工,鉄鋼,プライム（内国株式）
556A,犬猫生活,小売業,グロース（内国株式）
5570,ジェノバ,情報・通信業,グロース（内国株式）
5571,エキサイトホールディングス,情報・通信業,スタンダード（内国株式）
5572,Ｒｉｄｇｅ－ｉ,情報・通信業,グロース（内国株式）
5574,ＡＢＥＪＡ,情報・通信業,グロース（内国株式）
5575,Ｇｌｏｂｅｅ,情報・通信業,グロース（内国株式）
5576,オービーシステム,情報・通信業,スタンダード（内国株式）
5578,ＡＲアドバンストテクノロジ,情報・通信業,グロース（内国株式）
5580,プロディライト,情報・通信業,グロース（内国株式）
5582,グリッド,情報・通信業,グロース（内国株式）
5586,Ｌａｂｏｒｏ．ＡＩ,情報・通信業,グロース（内国株式）
5587,インバウンドプラットフォーム,情報・通信業,グロース（内国株式）
5588,ファーストアカウンティング,情報・通信業,グロース（内国株式）
5589,オートサーバー,情報・通信業,スタンダード（内国株式）
558A,ＳＱＵＥＥＺＥ,サービス業,グロース（内国株式）
5590,ネットスターズ,情報・通信業,グロース（内国株式）
5591,ＡＶＩＬＥＮ,情報・通信業,グロース（内国株式）
5592,くすりの窓口,情報・通信業,グロース（内国株式）
5597,ブルーイノベーション,情報・通信業,グロース（内国株式）
5599,Ｓ＆Ｊ,情報・通信業,グロース（内国株式）
559A,梅乃宿酒造,食料品,スタンダード（内国株式）
5602,栗本鐵工所,鉄鋼,プライム（内国株式）
5603,虹技,鉄鋼,スタンダード（内国株式）
5609,日本鋳造,鉄鋼,スタンダード（内国株式）
5612,日本鋳鉄管,鉄鋼,スタンダード（内国株式）
5616,雨風太陽,情報・通信業,グロース（内国株式）
5618,ナイル,情報・通信業,グロース（内国株式）
5619,マーソ,情報・通信業,グロース（内国株式）
5621,ヒューマンテクノロジーズ,情報・通信業,グロース（内国株式）
5631,日本製鋼所,機械,プライム（内国株式）
5632,三菱製鋼,鉄鋼,プライム（内国株式）
5644,メタルアート,鉄鋼,スタンダード（内国株式）
5658,日亜鋼業,鉄鋼,スタンダード（内国株式）
5659,日本精線,鉄鋼,プライム（内国株式）
5695,パウダーテック,鉄鋼,スタンダード（内国株式）
5697,サンユウ,鉄鋼,スタンダード（内国株式）
5698,エンビプロ・ホールディングス,鉄鋼,スタンダード（内国株式）
5699,イボキン,鉄鋼,スタンダード（内国株式）
5702,大紀アルミニウム工業所,非鉄金属,プライム（内国株式）
5703,日本軽金属ホールディングス,非鉄金属,プライム（内国株式）
5704,ＪＭＣ,非鉄金属,スタンダード（内国株式）
5706,三井金属,非鉄金属,プライム（内国株式）
5707,東邦亜鉛,非鉄金属,プライム（内国株式）
5711,三菱マテリアル,非鉄金属,プライム（内国株式）
5713,住友金属鉱山,非鉄金属,プライム（内国株式）
5714,ＤＯＷＡホールディングス,非鉄金属,プライム（内国株式）
5715,古河機械金属,非鉄金属,プライム（内国株式）
5721,エスクリプトエナジー,非鉄金属,スタンダード（内国株式）
5724,アサカ理研,非鉄金属,スタンダード（内国株式）
5726,大阪チタニウムテクノロジーズ,非鉄金属,プライム（内国株式）
5729,日本精鉱,非鉄金属,スタンダード（内国株式）
5741,ＵＡＣＪ,非鉄金属,プライム（内国株式）
5742,エヌアイシ・オートテック,非鉄金属,スタンダード（内国株式）
5753,日本伸銅,非鉄金属,スタンダード（内国株式）
5757,ＣＫサンエツ,非鉄金属,プライム（内国株式）
575A,前澤ホールディングス,機械,プライム（内国株式）
5801,古河電気工業,非鉄金属,プライム（内国株式）
5802,住友電気工業,非鉄金属,プライム（内国株式）
5803,フジクラ,非鉄金属,プライム（内国株式）
5805,ＳＷＣＣ,非鉄金属,プライム（内国株式）
5816,オーナンバ,非鉄金属,スタンダード（内国株式）
5817,ＪＭＡＣＳ,非鉄金属,スタンダード（内国株式）
5819,カナレ電気,非鉄金属,スタンダード（内国株式）
581A,ＧＯ,情報・通信業,グロース（内国株式）
5820,三ッ星,非鉄金属,スタンダード（内国株式）
5821,平河ヒューテック,非鉄金属,プライム（内国株式）
5830,いよぎんホールディングス,銀行業,プライム（内国株式）
5831,しずおかフィナンシャルグループ,銀行業,プライム（内国株式）
5832,ちゅうぎんフィナンシャルグループ,銀行業,プライム（内国株式）
5834,ＳＢＩリーシングサービス,証券、商品先物取引業,グロース（内国株式）
5838,楽天銀行,銀行業,プライム（内国株式）
5842,インテグラル,証券、商品先物取引業,グロース（内国株式）
5843,ニッポンインシュア,その他金融業,スタンダード（内国株式）
5844,京都フィナンシャルグループ,銀行業,プライム（内国株式）
5845,全保連,その他金融業,スタンダード（内国株式）
584A,ＬｉＮＫＸ,情報・通信業,グロース（内国株式）
5851,リョービ,非鉄金属,プライム（内国株式）
5852,アーレスティ,非鉄金属,プライム（内国株式）
5857,ＡＲＥホールディングス,非鉄金属,プライム（内国株式）
5858,ＳＴＧ,非鉄金属,グロース（内国株式）
5867,エスネットワークス,サービス業,グロース（内国株式）
5868,ロココ,サービス業,スタンダード（内国株式）
5869,早稲田学習研究会,サービス業,スタンダード（内国株式）
5870,ナルネットコミュニケーションズ,サービス業,グロース（内国株式）
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,サービス業,スタンダード（内国株式）
5884,クラダシ,小売業,グロース（内国株式）
5885,ジーデップ・アドバンス,卸売業,スタンダード（内国株式）
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,小売業,グロース（内国株式）
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,小売業,プライム（内国株式）
5891,ＳＡＫＩＧＡＫＥホールディングス,小売業,スタンダード（内国株式）
5892,ｙｕｔｏｒｉ,小売業,グロース（内国株式）
589A,ネイス,サービス業,グロース（内国株式）
5900,ダイケン,金属製品,スタンダード（内国株式）
5901,東洋製罐グループホールディングス,金属製品,プライム（内国株式）
5902,ホッカンホールディングス,金属製品,プライム（内国株式）
5905,日本製罐,金属製品,スタンダード（内国株式）
5906,エムケー精工,金属製品,スタンダード（内国株式）
5909,コロナ,金属製品,スタンダード（内国株式）
590A,ギフティグループ,情報・通信業,プライム（内国株式）
5911,横河ブリッジホールディングス,金属製品,プライム（内国株式）
5915,駒井ハルテック,金属製品,スタンダード（内国株式）
5918,瀧上工業,金属製品,スタンダード（内国株式）
5921,川岸工業,金属製品,スタンダード（内国株式）
5922,那須電機鉄工,金属製品,スタンダード（内国株式）
5923,高田機工,金属製品,スタンダード（内国株式）
5928,アルメタックス,金属製品,スタンダード（内国株式）
5929,三和ホールディングス,金属製品,プライム（内国株式）
5930,文化シヤッター,金属製品,プライム（内国株式）
5932,三協立山,金属製品,プライム（内国株式）
5933,アルインコ,金属製品,プライム（内国株式）
5936,東洋シヤッター,金属製品,スタンダード（内国株式）
5938,ＬＩＸＩＬ,金属製品,プライム（内国株式）
5939,大谷工業,金属製品,スタンダード（内国株式）
593A,ティアフォー,情報・通信業,グロース（内国株式）
5940,不二サッシ,金属製品,スタンダード（内国株式）
5941,中西製作所,金属製品,スタンダード（内国株式）
5942,日本フイルコン,金属製品,スタンダード（内国株式）
5943,ノーリツ,金属製品,プライム（内国株式）
5945,天龍製鋸,金属製品,スタンダード（内国株式）
5946,長府製作所,金属製品,プライム（内国株式）
5947,リンナイ,金属製品,プライム（内国株式）
5949,ユニプレス,輸送用機器,プライム（内国株式）
5950,日本パワーファスニング,金属製品,スタンダード（内国株式）
5951,ダイニチ工業,金属製品,スタンダード（内国株式）
5952,アマテイ,金属製品,スタンダード（内国株式）
5955,ワイズホールディングス,金属製品,スタンダード（内国株式）
5956,トーソー,金属製品,スタンダード（内国株式）
5957,日東精工,金属製品,プライム（内国株式）
5958,三洋工業,金属製品,スタンダード（内国株式）
5959,岡部,金属製品,プライム（内国株式）
5962,浅香工業,その他製品,スタンダード（内国株式）
5965,フジマック,金属製品,スタンダード（内国株式）
5966,京都機械工具,金属製品,スタンダード（内国株式）
5967,ＴＯＮＥ,金属製品,スタンダード（内国株式）
5969,ロブテックス,金属製品,スタンダード（内国株式）
5970,ジーテクト,金属製品,プライム（内国株式）
5971,共和工業所,金属製品,スタンダード（内国株式）
5973,トーアミ,金属製品,スタンダード（内国株式）
5974,中国工業,金属製品,スタンダード（内国株式）
5975,東プレ,金属製品,プライム（内国株式）
5976,高周波熱錬,金属製品,プライム（内国株式）
5981,東京製綱,金属製品,プライム（内国株式）
5982,マルゼン,金属製品,スタンダード（内国株式）
5983,イワブチ,金属製品,スタンダード（内国株式）
5984,兼房,金属製品,スタンダード（内国株式）
5985,サンコール,金属製品,スタンダード（内国株式）
5986,モリテック　スチール,金属製品,スタンダード（内国株式）
5987,オーネックス,金属製品,スタンダード（内国株式）
5988,パイオラックス,金属製品,プライム（内国株式）
5989,エイチワン,金属製品,プライム（内国株式）
598A,チャットプラス,情報・通信業,グロース（内国株式）
5990,スーパーツール,金属製品,スタンダード（内国株式）
5991,日本発條,金属製品,プライム（内国株式）
5992,中央発條,金属製品,スタンダード（内国株式）
5994,ファインシンター,金属製品,スタンダード（内国株式）
5997,協立エアテック,金属製品,スタンダード（内国株式）
5998,アドバネクス,金属製品,スタンダード（内国株式）
6005,三浦工業,機械,プライム（内国株式）
6013,タクマ,機械,プライム（内国株式）
6016,ジャパンエンジンコーポレーション,輸送用機器,スタンダード（内国株式）
6018,阪神内燃機工業,輸送用機器,スタンダード（内国株式）
6022,赤阪鐵工所,機械,スタンダード（内国株式）
6023,ダイハツインフィニアース,輸送用機器,スタンダード（内国株式）
6027,弁護士ドットコム,サービス業,プライム（内国株式）
6029,アトラグループ,サービス業,スタンダード（内国株式）
6030,アドベンチャー,サービス業,グロース（内国株式）
6031,ＺＥＴＡ,サービス業,グロース（内国株式）
6033,エクストリーム,サービス業,グロース（内国株式）
6034,ＭＲＴ,サービス業,グロース（内国株式）
6035,アイ・アールジャパンホールディングス,サービス業,スタンダード（内国株式）
6036,ＫｅｅＰｅｒ技研,サービス業,プライム（内国株式）
6037,楽待,サービス業,スタンダード（内国株式）
6038,イード,サービス業,グロース（内国株式）
6039,日本動物高度医療センター,サービス業,グロース（内国株式）
603A,アイ・グリッド・ソリューションズ,電気・ガス業,グロース（内国株式）
6040,日本スキー場開発,サービス業,グロース（内国株式）
6042,ニッキ,輸送用機器,スタンダード（内国株式）
6044,三機サービス,サービス業,スタンダード（内国株式）
6045,レントラックス,サービス業,グロース（内国株式）
6046,リンクバル,サービス業,スタンダード（内国株式）
6047,Ｇｕｎｏｓｙ,サービス業,スタンダード（内国株式）
6049,イトクロ,サービス業,グロース（内国株式）
604A,ビーエイブル,建設業,スタンダード（内国株式）
6050,イー・ガーディアン,サービス業,プライム（内国株式）
6054,リブセンス,サービス業,スタンダード（内国株式）
6055,ジャパンマテリアル,サービス業,プライム（内国株式）
6058,ベクトル,サービス業,プライム（内国株式）
6059,ウチヤマホールディングス,サービス業,スタンダード（内国株式）
6061,ユニバーサル園芸社,サービス業,スタンダード（内国株式）
6062,チャーム・ケア・コーポレーション,サービス業,プライム（内国株式）
6063,日本エマージェンシーアシスタンス,サービス業,スタンダード（内国株式）
6069,トレンダーズ,サービス業,グロース（内国株式）
6070,キャリアリンク,サービス業,プライム（内国株式）
6071,ＩＢＪ,サービス業,プライム（内国株式）
6072,地盤ネットホールディングス,サービス業,スタンダード（内国株式）
6073,アサンテ,サービス業,プライム（内国株式）
6074,ジェイエスエス,サービス業,スタンダード（内国株式）
6078,バリューＨＲ,サービス業,プライム（内国株式）
607A,エブリー,サービス業,グロース（内国株式）
6080,Ｍ＆Ａキャピタルパートナーズ,サービス業,プライム（内国株式）
6081,アライドアーキテクツ,サービス業,グロース（内国株式）
6082,ライドオンエクスプレスホールディングス,サービス業,スタンダード（内国株式）
6083,ＥＲＩホールディングス,サービス業,スタンダード（内国株式）
6085,アーキテクツ・スタジオ・ジャパン,サービス業,グロース（内国株式）
6086,シンメンテホールディングス,サービス業,グロース（内国株式）
6087,アビスト,サービス業,スタンダード（内国株式）
6088,シグマクシス・ホールディングス,サービス業,プライム（内国株式）
6089,ウィルグループ,サービス業,プライム（内国株式）
6090,ヒューマン・メタボローム・テクノロジーズ,サービス業,スタンダード（内国株式）
6091,ウエスコホールディングス,サービス業,スタンダード（内国株式）
6092,エンバイオ・ホールディングス,サービス業,スタンダード（内国株式）
6093,ミトラグループ,サービス業,スタンダード（内国株式）
6094,フリークアウト・ホールディングス,サービス業,グロース（内国株式）
6098,リクルートホールディングス,サービス業,プライム（内国株式）
6099,エラン,サービス業,プライム（内国株式）
6101,ツガミ,機械,プライム（内国株式）
6103,オークマ,機械,プライム（内国株式）
6104,芝浦機械,機械,プライム（内国株式）
6113,アマダ,機械,プライム（内国株式）
6118,アイダエンジニアリング,機械,プライム（内国株式）
6125,岡本工作機械製作所,機械,スタンダード（内国株式）
6134,ＦＵＪＩ,機械,プライム（内国株式）
6135,牧野フライス製作所,機械,プライム（内国株式）
6136,オーエスジー,機械,プライム（内国株式）
6137,小池酸素工業,機械,スタンダード（内国株式）
6138,ダイジェット工業,機械,スタンダード（内国株式）
6140,旭ダイヤモンド工業,機械,プライム（内国株式）
6141,ＤＭＧ森精機,機械,プライム（内国株式）
6143,ソディック,機械,プライム（内国株式）
6144,西部電機,機械,スタンダード（内国株式）
6145,ＮＩＴＴＯＫＵ,機械,スタンダード（内国株式）
6146,ディスコ,機械,プライム（内国株式）
6147,ヤマザキ,機械,スタンダード（内国株式）
6149,小田原エンジニアリング,機械,スタンダード（内国株式）
6150,タケダ機械,機械,スタンダード（内国株式）
6151,日東工器,機械,プライム（内国株式）
6155,高松機械工業,機械,スタンダード（内国株式）
6156,エーワン精密,機械,スタンダード（内国株式）
6157,日進工具,機械,スタンダード（内国株式）
6158,和井田製作所,機械,スタンダード（内国株式）
6159,ミクロン精密,機械,スタンダード（内国株式）
6161,エスティック,機械,スタンダード（内国株式）
6165,パンチ工業,機械,スタンダード（内国株式）
6166,中村超硬,機械,グロース（内国株式）
6167,冨士ダイス,機械,プライム（内国株式）
6171,土木管理総合試験所,サービス業,スタンダード（内国株式）
6176,ブランジスタ,サービス業,スタンダード（内国株式）
6177,ＡｐｐＢａｎｋ,サービス業,グロース（内国株式）
6178,日本郵政,サービス業,プライム（内国株式）
6180,ＧＭＯメディア,サービス業,グロース（内国株式）
6181,タメニー,サービス業,グロース（内国株式）
6182,メタリアル,サービス業,グロース（内国株式）
6183,ベルシステム２４ホールディングス,サービス業,プライム（内国株式）
6184,鎌倉新書,サービス業,プライム（内国株式）
6185,ＳＭＮ,サービス業,スタンダード（内国株式）
6186,一蔵,サービス業,スタンダード（内国株式）
6189,グローバルキッズＣＯＭＰＡＮＹ,サービス業,スタンダード（内国株式）
6190,フェニックスバイオ,サービス業,グロース（内国株式）
6191,エアトリ,サービス業,プライム（内国株式）
6193,バーチャレクス・ホールディングス,サービス業,グロース（内国株式）
6194,アトラエ,サービス業,プライム（内国株式）
6195,ホープ,サービス業,グロース（内国株式）
6196,ストライクグループ,サービス業,プライム（内国株式）
6198,キャリア,サービス業,グロース（内国株式）
6199,セラク,情報・通信業,スタンダード（内国株式）
6200,インソース,サービス業,プライム（内国株式）
6203,豊和工業,機械,スタンダード（内国株式）
6208,石川製作所,機械,スタンダード（内国株式）
6209,リケンＮＰＲ,機械,プライム（内国株式）
6217,津田駒工業,機械,スタンダード（内国株式）
6218,エンシュウ,機械,スタンダード（内国株式）
6222,島精機製作所,機械,プライム（内国株式）
6223,西部技研,機械,スタンダード（内国株式）
6224,ＪＲＣ,機械,グロース（内国株式）
6226,守谷輸送機工業,機械,スタンダード（内国株式）
6227,ＡＩメカテック,機械,スタンダード（内国株式）
6228,ジェイ・イー・ティ,機械,スタンダード（内国株式）
6229,オーケーエム,機械,スタンダード（内国株式）
6230,ＳＡＮＥＩ,機械,スタンダード（内国株式）
6231,木村工機,機械,スタンダード（内国株式）
6232,ＡＣＳＬ,機械,グロース（内国株式）
6233,ＫＬＡＳＳ,機械,スタンダード（内国株式）
6235,オプトラン,機械,プライム（内国株式）
6237,イワキポンプ,機械,プライム（内国株式）
6238,フリュー,機械,プライム（内国株式）
6239,ナガオカ,機械,スタンダード（内国株式）
6240,ヤマシンフィルタ,機械,プライム（内国株式）
6245,ヒラノテクシード,機械,スタンダード（内国株式）
6246,テクノスマート,機械,スタンダード（内国株式）
6247,日阪製作所,機械,プライム（内国株式）
6248,横田製作所,機械,スタンダード（内国株式）
6249,ゲームカードホールディングス,機械,スタンダード（内国株式）
6250,やまびこ,機械,プライム（内国株式）
6254,野村マイクロ・サイエンス,機械,プライム（内国株式）
6255,エヌ・ピー・シー,機械,グロース（内国株式）
6257,藤商事,機械,スタンダード（内国株式）
6258,平田機工,機械,プライム（内国株式）
6262,ＰＥＧＡＳＵＳ,機械,スタンダード（内国株式）
6264,マルマエ,機械,プライム（内国株式）
6265,コンバム,機械,スタンダード（内国株式）
6266,タツモ,機械,プライム（内国株式）
6267,ゼネラルパッカー,機械,スタンダード（内国株式）
6268,ナブテスコ,機械,プライム（内国株式）
6269,三井海洋開発,機械,プライム（内国株式）
6272,レオン自動機,機械,プライム（内国株式）
6273,ＳＭＣ,機械,プライム（内国株式）
6276,シリウスビジョン,電気機器,スタンダード（内国株式）
6277,ホソカワミクロン,機械,プライム（内国株式）
6278,ユニオンツール,機械,プライム（内国株式）
6279,瑞光,機械,プライム（内国株式）
6282,オイレス工業,機械,プライム（内国株式）
6284,日精エー・エス・ビー機械,機械,プライム（内国株式）
6286,靜甲,機械,スタンダード（内国株式）
6287,サトー,機械,プライム（内国株式）
6289,技研製作所,機械,プライム（内国株式）
6291,日本エアーテック,機械,スタンダード（内国株式）
6292,カワタ,機械,スタンダード（内国株式）
6294,オカダアイヨン,機械,プライム（内国株式）
6298,ワイエイシイホールディングス,機械,プライム（内国株式）
6301,小松製作所,機械,プライム（内国株式）
6302,住友重機械工業,機械,プライム（内国株式）
6305,日立建機,機械,プライム（内国株式）
6306,日工,機械,プライム（内国株式）
6307,サンセイ,機械,スタンダード（内国株式）
6309,巴工業,機械,プライム（内国株式）
6310,井関農機,機械,プライム（内国株式）
6315,ＴＯＷＡ,機械,プライム（内国株式）
6316,丸山製作所,機械,スタンダード（内国株式）
6317,北川鉄工所,機械,スタンダード（内国株式）
6322,タクミナ,機械,スタンダード（内国株式）
6323,ローツェ,機械,プライム（内国株式）
6324,ハーモニック・ドライブ・システムズ,機械,プライム（内国株式）
6325,タカキタ,機械,スタンダード（内国株式）
6326,クボタ,機械,プライム（内国株式）
6327,北川精機,機械,スタンダード（内国株式）
6328,荏原実業,機械,プライム（内国株式）
6330,東洋エンジニアリング,建設業,プライム（内国株式）
6331,三菱化工機,機械,プライム（内国株式）
6332,月島ホールディングス,機械,プライム（内国株式）
6333,ＴＥＩＫＯＫＵ,機械,プライム（内国株式）
